,date,category,item_code,price,amount
2045,2019-03-04,furniture,201545,649000,9061000
2046,2019-03-04,furniture,201546,1099000,21957000
2047,2019-03-04,furniture,201547,1399000,10829000
2048,2019-03-04,health,200992,59900,103560000
2049,2019-03-04,health,201982,79000,36061000
2050,2019-03-04,kitchen,200236,60900,80873000
2051,2019-03-04,kitchen,201339,99000,25941000
2052,2019-03-04,kitchen,201340,94000,36985000
2053,2019-03-04,stuff,200191,39900,85521000
2054,2019-03-04,stuff,202206,49900,80828000
2055,2019-03-04,underwear,200980,99000,67547000
2056,2019-03-04,underwear,201863,89000,1549000
2057,2019-03-04,underwear,201872,59000,68752000
2058,2019-03-04,underwear,201876,59000,50798000
2059,2019-03-04,underwear,201886,89000,55721000
2060,2019-03-04,underwear,201907,89000,13148000
2061,2019-03-04,underwear,202280,109900,67315000
2062,2019-03-05,beauty,200197,39800,91328000
2063,2019-03-05,beauty,202261,79000,72999000
2064,2019-03-05,cloth,201412,34000,70715000
2065,2019-03-05,cloth,202414,59000,44433000
2066,2019-03-05,daily_supplies,201514,189000,121888000
2067,2019-03-05,food,201350,39900,163975000
2068,2019-03-05,food,201483,59900,40152000
2069,2019-03-05,food,201575,40900,134567000
2070,2019-03-05,furniture,200731,648000,49402000
2071,2019-03-05,furniture,200732,598000,43968000
2072,2019-03-05,furniture,200733,548000,64092000
2073,2019-03-05,home_appliance,200433,1440000,18301000
2074,2019-03-05,home_appliance,200442,2130000,65140000
2075,2019-03-05,home_appliance,200449,2990000,15289000
2076,2019-03-05,home_appliance,200500,1300000,26492000
2077,2019-03-05,home_appliance,200509,1900000,53270000
2078,2019-03-05,home_appliance,200516,2700000,27565000
2079,2019-03-05,kitchen,200156,94800,25444000
2080,2019-03-05,kitchen,200160,88800,38645000
2081,2019-03-05,kitchen,200235,50900,82548000
2082,2019-03-05,kitchen,200745,89000,2586000
2083,2019-03-05,kitchen,200746,129000,2267000
2084,2019-03-05,kitchen,200747,188000,16989000
2085,2019-03-05,kitchen,200750,79000,1593000
2086,2019-03-05,kitchen,200751,119000,3762000
2087,2019-03-05,kitchen,200752,168000,21334000
2088,2019-03-05,kitchen,200868,109800,49664000
2089,2019-03-05,kitchen,202092,168000,30913000
2090,2019-03-05,kitchen,202094,158000,11469000
2091,2019-03-05,kitchen,202097,158000,59022000
2092,2019-03-05,kitchen,202099,148000,17618000
2093,2019-03-05,kitchen,202227,219000,16286000
2094,2019-03-05,kitchen,202231,289000,25437000
2095,2019-03-05,kitchen,202233,209000,22406000
2096,2019-03-05,kitchen,202235,279000,12391000
2097,2019-03-05,stuff,200191,39900,85790000
2098,2019-03-05,underwear,201863,89000,4945000
2099,2019-03-05,underwear,201872,59000,51931000
2100,2019-03-05,underwear,201876,59000,48345000
2101,2019-03-05,underwear,201886,89000,69516000
2102,2019-03-05,underwear,201907,89000,27255000
2103,2019-03-05,underwear,202280,109900,81129000
2104,2019-03-06,cloth,200760,49000,73511000
2105,2019-03-06,cloth,201401,29900,134907000
2106,2019-03-06,daily_supplies,201392,39900,221723000
2107,2019-03-06,daily_supplies,201945,89000,103730000
2108,2019-03-06,food,200864,30900,118757000
2109,2019-03-06,food,202074,40900,99540000
2110,2019-03-06,food,202184,40900,67341000
2111,2019-03-06,food,202484,32900,120607000
2112,2019-03-06,furniture,201502,649000,10059000
2113,2019-03-06,furniture,201503,599000,6178000
2114,2019-03-06,furniture,201504,549000,22568000
2115,2019-03-06,furniture,201508,599000,10825000
2116,2019-03-06,furniture,201509,549000,22560000
2117,2019-03-06,furniture,201510,499000,43526000
2118,2019-03-06,health,200992,59900,89902000
2119,2019-03-06,home_appliance,200433,1440000,11052000
2120,2019-03-06,home_appliance,200442,2130000,21898000
2121,2019-03-06,home_appliance,200449,2990000,7657000
2122,2019-03-06,home_appliance,200488,1549000,51803000
2123,2019-03-06,home_appliance,200500,1300000,23250000
2124,2019-03-06,home_appliance,200509,1900000,58067000
2125,2019-03-06,home_appliance,200516,2700000,13832000
2126,2019-03-06,home_appliance,200555,1409000,109557000
2127,2019-03-06,kitchen,200236,60900,88488000
2128,2019-03-06,kitchen,200954,39900,43296000
2129,2019-03-06,kitchen,202465,218000,43489000
2130,2019-03-06,kitchen,202468,208000,20073000
2131,2019-03-06,kitchen,202471,198000,18380000
2132,2019-03-06,kitchen,202478,208000,46903000
2133,2019-03-06,stuff,200191,39900,106163000
2134,2019-03-06,underwear,201863,89000,1645000
2135,2019-03-06,underwear,201879,139000,232470000
2136,2019-03-06,underwear,201881,89000,20999000
2137,2019-03-06,underwear,201886,89000,88092000
2138,2019-03-06,underwear,201907,89000,25916000
2139,2019-03-06,underwear,201908,89000,2736000
2140,2019-03-07,cloth,201221,49900,34802000
2141,2019-03-07,cloth,201227,49900,64526000
2142,2019-03-07,cloth,201802,49000,35819000
2143,2019-03-07,daily_supplies,200684,49800,79382000
2144,2019-03-07,daily_supplies,201514,189000,94535000
2145,2019-03-07,food,201480,49900,51578000
2146,2019-03-07,food,201482,49900,50082000
2147,2019-03-07,food,202074,40900,120463000
2148,2019-03-07,food,202510,59900,122733000
2149,2019-03-07,furniture,201528,749000,3528000
2150,2019-03-07,furniture,201529,1199000,7470000
2151,2019-03-07,furniture,201530,1499000,13880000
2152,2019-03-07,furniture,201545,649000,16933000
2153,2019-03-07,furniture,201546,1099000,13520000
2154,2019-03-07,furniture,201547,1399000,19370000
2155,2019-03-07,health,200992,59900,124806000
2156,2019-03-07,health,202005,62000,19154000
2157,2019-03-07,health,202006,42000,1419000
2158,2019-03-07,kitchen,200282,69800,9071000
2159,2019-03-07,kitchen,200285,64800,53176000
2160,2019-03-07,kitchen,202251,159000,44192000
2161,2019-03-07,kitchen,202256,147000,53780000
2162,2019-03-07,stuff,200191,39900,80668000
2163,2019-03-07,stuff,202133,39800,45971000
2164,2019-03-07,stuff,202142,39800,41715000
2165,2019-03-07,stuff,202206,49900,95053000
2166,2019-03-07,underwear,200218,79900,82508000
2167,2019-03-07,underwear,200980,99000,94473000
2168,2019-03-07,underwear,201872,59000,97982000
2169,2019-03-07,underwear,201876,59000,64297000
2170,2019-03-07,underwear,202280,109900,71764000
2171,2019-03-08,cloth,202294,39000,61422000
2172,2019-03-08,daily_supplies,200789,49800,70594000
2173,2019-03-08,daily_supplies,201945,89000,108068000
2174,2019-03-08,daily_supplies,202164,178000,25253000
2175,2019-03-08,daily_supplies,202167,173000,26454000
2176,2019-03-08,food,202184,40900,76631000
2177,2019-03-08,food,202365,59900,105701000
2178,2019-03-08,food,202449,59900,91388000
2179,2019-03-08,food,202484,32900,126268000
2180,2019-03-08,home_appliance,200433,1440000,7400000
2181,2019-03-08,home_appliance,200442,2130000,70575000
2182,2019-03-08,home_appliance,200449,2990000,30552000
2183,2019-03-08,home_appliance,200465,489000,76292000
2184,2019-03-08,home_appliance,200488,1549000,86219000
2185,2019-03-08,home_appliance,200500,1300000,13221000
2186,2019-03-08,home_appliance,200509,1900000,67794000
2187,2019-03-08,home_appliance,200516,2700000,27516000
2188,2019-03-08,home_appliance,200533,439000,81007000
2189,2019-03-08,home_appliance,200555,1409000,109501000
2190,2019-03-08,kitchen,200236,60900,110868000
2191,2019-03-08,kitchen,200956,79000,44042000
2192,2019-03-08,kitchen,202227,219000,14705000
2193,2019-03-08,kitchen,202231,289000,11811000
2194,2019-03-08,kitchen,202233,209000,12608000
2195,2019-03-08,kitchen,202235,279000,13292000
2196,2019-03-08,kitchen,202250,179000,101636000
2197,2019-03-08,kitchen,202255,171000,59388000
2198,2019-03-08,kitchen,202465,218000,45901000
2199,2019-03-08,kitchen,202468,208000,17003000
2200,2019-03-08,kitchen,202471,198000,12543000
2201,2019-03-08,kitchen,202478,208000,33825000
2202,2019-03-08,stuff,201844,49000,28876000
2203,2019-03-08,stuff,202136,59800,44270000
2204,2019-03-08,stuff,202146,59800,33723000
2205,2019-03-08,underwear,200219,89900,135470000
2206,2019-03-08,underwear,201879,139000,105179000
2207,2019-03-09,cloth,201047,39900,46733000
2208,2019-03-09,cloth,201223,59900,24552000
2209,2019-03-09,cloth,201229,59900,16319000
2210,2019-03-09,cloth,201395,49000,107050000
2211,2019-03-09,cloth,202378,69900,138921000
2212,2019-03-09,daily_supplies,200612,440000,1673000
2213,2019-03-09,daily_supplies,200613,490000,26745000
2214,2019-03-09,daily_supplies,200614,400000,1560000
2215,2019-03-09,daily_supplies,200615,450000,68666000
2216,2019-03-09,daily_supplies,201392,39900,137529000
2217,2019-03-09,food,201350,39900,135854000
2218,2019-03-09,food,201480,49900,45578000
2219,2019-03-09,food,201482,49900,39797000
2220,2019-03-09,food,202484,32900,116667000
2221,2019-03-09,furniture,200731,648000,28288000
2222,2019-03-09,furniture,200732,598000,42354000
2223,2019-03-09,furniture,200733,548000,32869000
2224,2019-03-09,home_appliance,201684,1080000,45686000
2225,2019-03-09,home_appliance,201687,1800000,49210000
2226,2019-03-09,home_appliance,201691,2880000,17517000
2227,2019-03-09,home_appliance,201737,1000000,36269000
2228,2019-03-09,home_appliance,201741,1700000,56693000
2229,2019-03-09,home_appliance,201745,2700000,0
2230,2019-03-09,kitchen,201985,84800,82654000
2231,2019-03-09,kitchen,202092,168000,29812000
2232,2019-03-09,kitchen,202094,158000,6333000
2233,2019-03-09,kitchen,202097,158000,73146000
2234,2019-03-09,kitchen,202099,148000,21416000
2235,2019-03-09,stuff,201842,59000,103080000
2236,2019-03-09,stuff,202206,49900,119578000
2237,2019-03-09,underwear,200980,99000,85547000
2238,2019-03-09,underwear,201879,139000,169339000
2239,2019-03-10,beauty,200197,39800,21989000
2240,2019-03-10,cloth,200242,59000,47111000
2241,2019-03-10,cloth,200246,59000,54586000
2242,2019-03-10,cloth,200341,69900,59542000
2243,2019-03-10,cloth,200352,69900,78231000
2244,2019-03-10,cloth,201223,59900,74851000
2245,2019-03-10,cloth,201229,59900,40653000
2246,2019-03-10,cloth,201401,29900,92015000
2247,2019-03-10,daily_supplies,200799,29800,17946000
2248,2019-03-10,daily_supplies,200801,49800,16639000
2249,2019-03-10,daily_supplies,201945,89000,79100000
2250,2019-03-10,food,200864,30900,121892000
2251,2019-03-10,food,202510,59900,43384000
2252,2019-03-10,furniture,201526,1499000,0
2253,2019-03-10,furniture,201527,1699000,9562000
2254,2019-03-10,furniture,201543,1349100,15253000
2255,2019-03-10,furniture,201544,1529100,34379000
2256,2019-03-10,home_appliance,200465,489000,60602000
2257,2019-03-10,home_appliance,200488,1549000,90542000
2258,2019-03-10,home_appliance,200533,439000,92253000
2259,2019-03-10,home_appliance,200555,1409000,113405000
2260,2019-03-10,home_appliance,201704,1349000,58709000
2261,2019-03-10,home_appliance,201706,1089000,12012000
2262,2019-03-10,home_appliance,201756,1259000,41060000
2263,2019-03-10,home_appliance,201758,999000,24602000
2264,2019-03-10,kitchen,202250,179000,185095000
2265,2019-03-10,kitchen,202255,171000,143939000
2266,2019-03-10,kitchen,202465,218000,55545000
2267,2019-03-10,kitchen,202468,208000,18529000
2268,2019-03-10,kitchen,202471,198000,11084000
2269,2019-03-10,kitchen,202478,208000,30005000
2270,2019-03-10,stuff,200191,39900,159427000
2271,2019-03-10,underwear,201863,89000,7982000
2272,2019-03-10,underwear,201886,89000,103202000
2273,2019-03-10,underwear,201907,89000,30310000
2274,2019-03-10,underwear,201997,79900,45078000
2275,2019-03-10,underwear,202280,109900,110981000
2276,2019-03-11,beauty,200197,39800,51546000
2277,2019-03-11,cloth,201069,69900,15395000
2278,2019-03-11,cloth,201076,69900,67509000
2279,2019-03-11,cloth,201395,49000,86621000
2280,2019-03-11,daily_supplies,201514,189000,104898000
2281,2019-03-11,daily_supplies,201945,89000,74134000
2282,2019-03-11,food,201575,40900,99926000
2283,2019-03-11,food,202074,40900,75303000
2284,2019-03-11,food,202484,32900,80389000
2285,2019-03-11,health,201002,69000,56868000
2286,2019-03-11,health,201157,179000,21624000
2287,2019-03-11,home_appliance,200465,489000,57214000
2288,2019-03-11,home_appliance,200533,439000,76699000
2289,2019-03-11,kitchen,200236,60900,108772000
2290,2019-03-11,kitchen,202465,218000,28254000
2291,2019-03-11,kitchen,202468,208000,10104000
2292,2019-03-11,kitchen,202471,198000,7448000
2293,2019-03-11,kitchen,202478,208000,21602000
2294,2019-03-11,stuff,202136,59800,44868000
2295,2019-03-11,stuff,202146,59800,38107000
2296,2019-03-11,stuff,202283,39800,11226000
2297,2019-03-11,stuff,202288,39800,13445000
2298,2019-03-11,underwear,200648,69900,74019000
2299,2019-03-11,underwear,201863,89000,4978000
2300,2019-03-11,underwear,201872,59000,53216000
2301,2019-03-11,underwear,201876,59000,42645000
2302,2019-03-11,underwear,201879,139000,101186000
2303,2019-03-11,underwear,201886,89000,79535000
2304,2019-03-11,underwear,201907,89000,22932000
2305,2019-03-11,underwear,201997,79900,28283000
2306,2019-03-11,underwear,202058,99000,146992000
2307,2019-03-12,cloth,200889,199000,298318000
2308,2019-03-12,cloth,200892,199000,162376000
2309,2019-03-12,cloth,201221,49900,39916000
2310,2019-03-12,cloth,201223,59900,65477000
2311,2019-03-12,cloth,201227,49900,75533000
2312,2019-03-12,cloth,201229,59900,49621000
2313,2019-03-12,cloth,201395,49000,114976000
2314,2019-03-12,cloth,202294,39000,66516000
2315,2019-03-12,daily_supplies,200365,39000,39565000
2316,2019-03-12,daily_supplies,201038,59800,85935000
2317,2019-03-12,food,200864,30900,128530000
2318,2019-03-12,food,201480,49900,42951000
2319,2019-03-12,food,201482,49900,37858000
2320,2019-03-12,food,202445,59900,111843000
2321,2019-03-12,furniture,201502,649000,8452000
2322,2019-03-12,furniture,201503,599000,10872000
2323,2019-03-12,furniture,201504,549000,18403000
2324,2019-03-12,furniture,201508,599000,24661000
2325,2019-03-12,furniture,201509,549000,21212000
2326,2019-03-12,furniture,201510,499000,53712000
2327,2019-03-12,home_appliance,200466,899000,11522000
2328,2019-03-12,home_appliance,200467,1149000,87794000
2329,2019-03-12,home_appliance,200488,1549000,77517000
2330,2019-03-12,home_appliance,200534,809000,8326000
2331,2019-03-12,home_appliance,200535,1059000,53846000
2332,2019-03-12,home_appliance,200555,1409000,121185000
2333,2019-03-12,kitchen,200868,109800,54456000
2334,2019-03-12,kitchen,202227,219000,16887000
2335,2019-03-12,kitchen,202231,289000,15647000
2336,2019-03-12,kitchen,202233,209000,11228000
2337,2019-03-12,kitchen,202235,279000,14112000
2338,2019-03-12,stuff,200191,39900,107039000
2339,2019-03-12,underwear,200219,89900,106883000
2340,2019-03-12,underwear,202280,109900,80912000
2341,2019-03-13,cloth,200242,59000,57652000
2342,2019-03-13,cloth,200246,59000,68987000
2343,2019-03-13,cloth,200341,69900,33709000
2344,2019-03-13,cloth,200352,69900,48541000
2345,2019-03-13,cloth,200889,199000,121616000
2346,2019-03-13,cloth,200892,199000,40067000
2347,2019-03-13,cloth,201069,69900,26067000
2348,2019-03-13,cloth,201076,69900,66854000
2349,2019-03-13,daily_supplies,200612,440000,1673000
2350,2019-03-13,daily_supplies,200613,490000,14266000
2351,2019-03-13,daily_supplies,200614,400000,4517000
2352,2019-03-13,daily_supplies,200615,450000,76508000
2353,2019-03-13,daily_supplies,201945,89000,100030000
2354,2019-03-13,daily_supplies,202372,29900,8646000
2355,2019-03-13,daily_supplies,202373,39900,49530000
2356,2019-03-13,food,201349,39900,114730000
2357,2019-03-13,food,202484,32900,116610000
2358,2019-03-13,furniture,200731,648000,70502000
2359,2019-03-13,furniture,200732,598000,61818000
2360,2019-03-13,furniture,200733,548000,83421000
2361,2019-03-13,health,200992,59900,89431000
2362,2019-03-13,home_appliance,200465,489000,50735000
2363,2019-03-13,home_appliance,200533,439000,83703000
2364,2019-03-13,home_appliance,201684,1080000,35934000
2365,2019-03-13,home_appliance,201687,1800000,54678000
2366,2019-03-13,home_appliance,201691,2880000,26255000
2367,2019-03-13,home_appliance,201737,1000000,51367000
2368,2019-03-13,home_appliance,201741,1700000,51549000
2369,2019-03-13,home_appliance,201745,2700000,0
2370,2019-03-13,kitchen,202250,179000,98210000
2371,2019-03-13,kitchen,202255,171000,53691000
2372,2019-03-13,kitchen,202465,218000,34668000
2373,2019-03-13,kitchen,202468,208000,5468000
2374,2019-03-13,kitchen,202471,198000,8176000
2375,2019-03-13,kitchen,202478,208000,22357000
2376,2019-03-13,stuff,200191,39900,104096000
2377,2019-03-13,stuff,202283,39800,13020000
2378,2019-03-13,stuff,202288,39800,27512000
2379,2019-03-13,underwear,201872,59000,55863000
2380,2019-03-13,underwear,201876,59000,46343000
2381,2019-03-13,underwear,201879,139000,112143000
2382,2019-03-14,cloth,200243,49000,39217000
2383,2019-03-14,cloth,200247,49000,74548000
2384,2019-03-14,cloth,200341,69900,29010000
2385,2019-03-14,cloth,200352,69900,45834000
2386,2019-03-14,cloth,200889,199000,95984000
2387,2019-03-14,cloth,200892,199000,52359000
2388,2019-03-14,cloth,201047,39900,62999000
2389,2019-03-14,cloth,201223,59900,43769000
2390,2019-03-14,cloth,201229,59900,20777000
2391,2019-03-14,cloth,201395,49000,73878000
2392,2019-03-14,daily_supplies,200684,49800,46009000
2393,2019-03-14,daily_supplies,201514,189000,91372000
2394,2019-03-14,food,201479,49900,137861000
2395,2019-03-14,food,202069,39900,111689000
2396,2019-03-14,furniture,201502,649000,5083000
2397,2019-03-14,furniture,201503,599000,15476000
2398,2019-03-14,furniture,201504,549000,29634000
2399,2019-03-14,furniture,201508,599000,16950000
2400,2019-03-14,furniture,201509,549000,24024000
2401,2019-03-14,furniture,201510,499000,40981000
2402,2019-03-14,home_appliance,200466,899000,16071000
2403,2019-03-14,home_appliance,200467,1149000,38106000
2404,2019-03-14,home_appliance,200488,1549000,38833000
2405,2019-03-14,home_appliance,200534,809000,10320000
2406,2019-03-14,home_appliance,200535,1059000,34898000
2407,2019-03-14,home_appliance,200555,1409000,82226000
2408,2019-03-14,kitchen,200236,60900,113188000
2409,2019-03-14,kitchen,200954,39900,38011000
2410,2019-03-14,kitchen,201584,119000,90190000
2411,2019-03-14,stuff,201963,49900,129919000
2412,2019-03-14,stuff,202136,59800,47434000
2413,2019-03-14,stuff,202146,59800,33713000
2414,2019-03-14,stuff,202206,49900,86177000
2415,2019-03-14,underwear,201879,139000,91352000
2416,2019-03-15,cloth,200889,199000,114752000
2417,2019-03-15,cloth,200892,199000,71633000
2418,2019-03-15,cloth,201223,59900,38579000
2419,2019-03-15,cloth,201229,59900,26887000
2420,2019-03-15,cloth,201395,49000,77188000
2421,2019-03-15,cloth,202294,39000,61599000
2422,2019-03-15,cloth,202383,69900,79920000
2423,2019-03-15,daily_supplies,201038,59800,80647000
2424,2019-03-15,daily_supplies,201945,89000,92603000
2425,2019-03-15,food,200864,30900,136430000
2426,2019-03-15,food,202366,59900,65148000
2427,2019-03-15,home_appliance,200461,899000,0
2428,2019-03-15,home_appliance,200462,999000,13413000
2429,2019-03-15,home_appliance,200463,1089000,57953000
2430,2019-03-15,home_appliance,200529,829000,8372000
2431,2019-03-15,home_appliance,200530,929000,9292000
2432,2019-03-15,home_appliance,200531,1019000,20325000
2433,2019-03-15,home_appliance,201704,1349000,61958000
2434,2019-03-15,home_appliance,201706,1089000,20926000
2435,2019-03-15,home_appliance,201756,1259000,44754000
2436,2019-03-15,home_appliance,201758,999000,16452000
2437,2019-03-15,kitchen,200282,69800,10774000
2438,2019-03-15,kitchen,200285,64800,65475000
2439,2019-03-15,kitchen,202250,179000,82387000
2440,2019-03-15,kitchen,202255,171000,68382000
2441,2019-03-15,stuff,200191,39900,75076000
2442,2019-03-15,stuff,201470,52000,40035000
2443,2019-03-15,stuff,201471,44000,59050000
2444,2019-03-15,stuff,201475,69000,44906000
2445,2019-03-15,underwear,200219,89900,48193000
2446,2019-03-15,underwear,200653,59900,40852000
2447,2019-03-15,underwear,201872,59000,45969000
2448,2019-03-15,underwear,201876,59000,37344000
2449,2019-03-15,underwear,201889,89000,226634000
2450,2019-03-15,underwear,202280,109900,61786000
2451,2019-03-16,cloth,200243,49000,64502000
2452,2019-03-16,cloth,200247,49000,113025000
2453,2019-03-16,cloth,200341,69900,47289000
2454,2019-03-16,cloth,200352,69900,64612000
2455,2019-03-16,cloth,200889,199000,84661000
2456,2019-03-16,cloth,200892,199000,47509000
2457,2019-03-16,cloth,201069,69900,38135000
2458,2019-03-16,cloth,201076,69900,89285000
2459,2019-03-16,cloth,201221,49900,44574000
2460,2019-03-16,cloth,201227,49900,72207000
2461,2019-03-16,cloth,202378,69900,110813000
2462,2019-03-16,daily_supplies,200785,59800,58909000
2463,2019-03-16,daily_supplies,201158,149000,9282000
2464,2019-03-16,daily_supplies,201159,139000,15555000
2465,2019-03-16,food,201479,49900,164314000
2466,2019-03-16,home_appliance,200465,489000,66753000
2467,2019-03-16,home_appliance,200533,439000,65256000
2468,2019-03-16,home_appliance,201704,1349000,102587000
2469,2019-03-16,home_appliance,201706,1089000,29487000
2470,2019-03-16,home_appliance,201756,1259000,84773000
2471,2019-03-16,home_appliance,201758,999000,38241000
2472,2019-03-16,kitchen,200236,60900,172997000
2473,2019-03-16,kitchen,200868,109800,105599000
2474,2019-03-16,stuff,201963,49900,153916000
2475,2019-03-16,stuff,202179,99000,85777000
2476,2019-03-16,stuff,202197,69000,16375000
2477,2019-03-16,stuff,202200,69000,89841000
2478,2019-03-16,underwear,200986,79000,65337000
2479,2019-03-16,underwear,202058,99000,106337000
2480,2019-03-17,cloth,200243,49000,52649000
2481,2019-03-17,cloth,200247,49000,104940000
2482,2019-03-17,cloth,200871,39900,36069000
2483,2019-03-17,cloth,201221,49900,40219000
2484,2019-03-17,cloth,201227,49900,62114000
2485,2019-03-17,cloth,202378,69900,61567000
2486,2019-03-17,daily_supplies,201945,89000,129847000
2487,2019-03-17,food,202510,59900,51799000
2488,2019-03-17,furniture,200731,648000,66983000
2489,2019-03-17,furniture,200732,598000,56965000
2490,2019-03-17,furniture,200733,548000,70059000
2491,2019-03-17,health,200992,59900,149608000
2492,2019-03-17,home_appliance,200488,1549000,77552000
2493,2019-03-17,home_appliance,200555,1409000,74333000
2494,2019-03-17,kitchen,202465,218000,88422000
2495,2019-03-17,kitchen,202468,208000,20069000
2496,2019-03-17,kitchen,202471,198000,30031000
2497,2019-03-17,kitchen,202478,208000,68330000
2498,2019-03-17,stuff,200191,39900,114003000
2499,2019-03-17,stuff,201470,52000,56551000
2500,2019-03-17,stuff,201471,44000,91667000
2501,2019-03-17,stuff,201475,69000,78260000
2502,2019-03-17,stuff,201963,49900,154616000
2503,2019-03-17,underwear,200219,89900,115659000
2504,2019-03-17,underwear,201833,79000,14874000
2505,2019-03-17,underwear,201835,79000,6617000
2506,2019-03-17,underwear,201863,89000,2320000
2507,2019-03-17,underwear,201868,69000,12987000
2508,2019-03-17,underwear,201869,69000,37015000
2509,2019-03-17,underwear,201872,59000,61544000
2510,2019-03-17,underwear,201876,59000,52014000
2511,2019-03-17,underwear,201878,69000,47309000
2512,2019-03-17,underwear,201879,139000,136615000
2513,2019-03-17,underwear,201886,89000,87341000
2514,2019-03-17,underwear,201907,89000,21827000
2515,2019-03-17,underwear,202058,99000,90607000
2516,2019-03-18,cloth,201223,59900,30610000
2517,2019-03-18,cloth,201229,59900,23912000
2518,2019-03-18,cloth,201395,49000,69434000
2519,2019-03-18,cloth,202378,69900,155463000
2520,2019-03-18,daily_supplies,200785,59800,84133000
2521,2019-03-18,daily_supplies,201038,59800,70726000
2522,2019-03-18,food,201479,49900,45267000
2523,2019-03-18,food,202444,59900,98577000
2524,2019-03-18,food,202510,59900,141587000
2525,2019-03-18,furniture,200731,648000,45894000
2526,2019-03-18,furniture,200732,598000,58566000
2527,2019-03-18,furniture,200733,548000,75995000
2528,2019-03-18,health,200992,59900,69485000
2529,2019-03-18,home_appliance,200434,1430000,18324000
2530,2019-03-18,home_appliance,200443,1930000,49185000
2531,2019-03-18,home_appliance,200452,2790000,0
2532,2019-03-18,home_appliance,200456,3090000,23686000
2533,2019-03-18,home_appliance,200488,1549000,103428000
2534,2019-03-18,home_appliance,200501,1300000,52835000
2535,2019-03-18,home_appliance,200510,1700000,116753000
2536,2019-03-18,home_appliance,200519,2500000,12812000
2537,2019-03-18,home_appliance,200524,2800000,28587000
2538,2019-03-18,home_appliance,200555,1409000,117365000
2539,2019-03-18,kitchen,200236,60900,104585000
2540,2019-03-18,kitchen,202251,159000,38503000
2541,2019-03-18,kitchen,202256,147000,45566000
2542,2019-03-18,stuff,201842,59000,31028000
2543,2019-03-18,stuff,202179,99000,52907000
2544,2019-03-18,underwear,200219,89900,103892000
2545,2019-03-18,underwear,201879,139000,92853000
2546,2019-03-18,underwear,201889,89000,102924000
2547,2019-03-18,underwear,202058,99000,181529000
2548,2019-03-19,cloth,200243,49000,79215000
2549,2019-03-19,cloth,200247,49000,160610000
2550,2019-03-19,cloth,201223,59900,30889000
2551,2019-03-19,cloth,201229,59900,26273000
2552,2019-03-19,cloth,201395,49000,75380000
2553,2019-03-19,daily_supplies,200365,39000,47171000
2554,2019-03-19,daily_supplies,201945,89000,92618000
2555,2019-03-19,food,200864,30900,117658000
2556,2019-03-19,food,201479,49900,143397000
2557,2019-03-19,furniture,201502,649000,11720000
2558,2019-03-19,furniture,201503,599000,13940000
2559,2019-03-19,furniture,201504,549000,29634000
2560,2019-03-19,furniture,201508,599000,23138000
2561,2019-03-19,furniture,201509,549000,28233000
2562,2019-03-19,furniture,201510,499000,56292000
2563,2019-03-19,health,201981,89000,33900000
2564,2019-03-19,kitchen,200236,60900,119370000
2565,2019-03-19,kitchen,200814,119000,62833000
2566,2019-03-19,kitchen,200816,89000,2494000
2567,2019-03-19,kitchen,200868,109800,87619000
2568,2019-03-19,kitchen,202465,218000,52341000
2569,2019-03-19,kitchen,202468,208000,10822000
2570,2019-03-19,kitchen,202471,198000,10367000
2571,2019-03-19,kitchen,202478,208000,35357000
2572,2019-03-19,stuff,200191,39900,85208000
2573,2019-03-19,stuff,201470,52000,59634000
2574,2019-03-19,stuff,201471,44000,75273000
2575,2019-03-19,stuff,201475,69000,58448000
2576,2019-03-19,stuff,201963,49900,90386000
2577,2019-03-19,underwear,201863,89000,3529000
2578,2019-03-19,underwear,201868,69000,8860000
2579,2019-03-19,underwear,201869,69000,30326000
2580,2019-03-19,underwear,201872,59000,43453000
2581,2019-03-19,underwear,201876,59000,34038000
2582,2019-03-19,underwear,201878,69000,27909000
2583,2019-03-19,underwear,201886,89000,63410000
2584,2019-03-19,underwear,201907,89000,23594000
2585,2019-03-20,beauty,200197,39800,119926000
2586,2019-03-20,cloth,201395,49000,88209000
2587,2019-03-20,cloth,202383,69900,33172000
2588,2019-03-20,daily_supplies,200789,49800,110866000
2589,2019-03-20,daily_supplies,201038,59800,63182000
2590,2019-03-20,daily_supplies,201514,189000,99855000
2591,2019-03-20,food,201349,39900,86378000
2592,2019-03-20,food,202366,59900,48213000
2593,2019-03-20,home_appliance,200423,1899000,0
2594,2019-03-20,home_appliance,200478,1989000,23159000
2595,2019-03-20,home_appliance,200479,2299000,80098000
2596,2019-03-20,home_appliance,200546,2209000,64103000
2597,2019-03-20,home_appliance,201704,1349000,110021000
2598,2019-03-20,home_appliance,201706,1089000,17912000
2599,2019-03-20,home_appliance,201756,1259000,57888000
2600,2019-03-20,home_appliance,201758,999000,27128000
2601,2019-03-20,kitchen,200236,60900,127300000
2602,2019-03-20,kitchen,200267,109000,9633000
2603,2019-03-20,kitchen,200268,129000,64081000
2604,2019-03-20,kitchen,202465,218000,36305000
2605,2019-03-20,kitchen,202468,208000,13186000
2606,2019-03-20,kitchen,202471,198000,10360000
2607,2019-03-20,kitchen,202478,208000,10058000
2608,2019-03-20,stuff,200191,39900,113844000
2609,2019-03-20,stuff,201470,52000,51123000
2610,2019-03-20,stuff,201471,44000,71744000
